timestamp,price
1740456951,
1740456952,
1740456953,
1740456954,
1740456955,
1740456956,
1740456957,
1740456958,
1740456959,
1740456960,
1740456961,
1740456962,
1740456963,
1740456964,
1740456965,
1740456966,
1740456967,
1740456969,
1740456970,
1740456971,
1740456972,
1740456974,
1740456975,
1740456976,
1740456977,
1740456978,
1740456980,
1740456981,
1740456982,
1740456983,
1740456984,
1740456985,
1740456986,
1740456987,
1740456989,
1740456990,
1740456991,
1740456992,
1740456993,
1740456994,
1740456996,
1740456997,
1740456998,
1740457000,
1740457001,
1740457003,
1740457004,
1740457007,
1740457009,
1740457010,
1740457011,
1740457012,
1740457013,
1740457014,
1740457015,
1740457016,
1740457017,
1740457018,
1740457019,
1740457020,
1740457021,
1740457022,
1740457023,
1740457024,
1740457025,
1740457026,
1740457027,
1740457028,
1740457029,
1740457030,
1740457031,
1740457032,
1740457033,
1740457035,
1740457036,
1740457037,
1740457038,
1740457039,
1740457040,
1740457041,
1740457042,
1740457043,
1740457044,
1740457045,
1740457046,
1740457048,
1740457049,
1740457050,
1740457051,
1740457052,
1740457053,
1740457054,
1740457055,
1740457056,
1740457057,
1740457058,
1740457059,
1740457060,
1740457061,
1740457063,
1740457064,
1740457065,
1740457066,
1740457067,
1740457068,
1740457070,
1740457071,
1740457073,
1740457074,
1740457075,
1740457076,
1740457077,
1740457078,
1740457080,
1740457081,
1740457083,
1740457084,
